Bonner,State Senate,1,R,Shawn Keough,2513
Boundary,State Senate,1,R,Shawn Keough,650
Bonner,State Representative,1A,R,John L. Campbell,2197
Boundary,State Representative,1A,R,John L. Campbell,556
Bonner,State Representative,1A,D,Monica E. Beaudoin,1361
Boundary,State Representative,1A,D,Monica E. Beaudoin,168
Bonner,State Representative,1B,D,Jim Stoicheff,1475
Boundary,State Representative,1B,D,Jim Stoicheff,183
Bonner,State Senate,LEG. DIST. 2,R,Clyde Boatright,369
Kootenai,State Senate,LEG. DIST. 2,R,Clyde Boatright,1466
Bonner,State Senate,LEG. DIST. 2,D,Larry Kenck,185
Kootenai,State Senate,LEG. DIST. 2,D,Larry Kenck,389
Bonner,State Representative,LEG. DIST. 2A,R,Hilde Kellogg,371
Kootenai,State Representative,LEG. DIST. 2A,R,Hilde Kellogg,1453
Bonner,State Representative,LEG. DIST. 2B,R,Kevin Krieg,226
Kootenai,State Representative,LEG. DIST. 2B,R,Kevin Krieg,820
Bonner,State Representative,LEG. DIST. 2B,R,Wayne R. Meyer,211
Kootenai,State Representative,LEG. DIST. 2B,R,Wayne R. Meyer,994
Kootenai,State Senate,3,R,Gordon Crow,2032
Kootenai,State Representative,3A,R,Jim Clark,1948
Kootenai,State Representative,3B,R,Jeff Alltus,1860
Kootenai,State Representative,3B,R,Jay Patrick Newcomb,547
Kootenai,State Representative,3B,D,Larry Belmont,662
Benewah,State Senate,4,R,Jack Riggs,76
Kootenai,State Senate,4,R,Jack Riggs,1378
Shoshone,State Senate,4,R,Jack Riggs,454
Benewah,State Representative,4:00 AM,R,Michael W Stevenson,74
Kootenai,State Representative,4:00 AM,R,Michael W Stevenson,1142
Shoshone,State Representative,4:00 AM,R,Michael W Stevenson,375
Benewah,State Representative,4:00 AM,D,Larry Watson,76
Kootenai,State Representative,4:00 AM,D,Larry Watson,366
Shoshone,State Representative,4:00 AM,D,Larry Watson,1467
Benewah,State Representative,4 B,R,Don Pischner,56
Kootenai,State Representative,4 B,R,Don Pischner,1164
Shoshone,State Representative,4 B,R,Don Pischner,383
Benewah,State Representative,4 B,R,Hank Roseth,26
Kootenai,State Representative,4 B,R,Hank Roseth,424
Shoshone,State Representative,4 B,R,Hank Roseth,117
Latah,State Senate,5,R,Gary J. Schroeder,2394
Latah,State Senate,5,D,Charles Pezeshki,1623
Latah,State Representative,5A,R,Tom Trail,2495
Latah,State Representative,5B,R,Maynard M. Miller,2345
Latah,State Representative,5B,D,Shirley G. Ringo,1729
Nez Perce,State Senate,6,R,Joe Stegner,1468
Nez Perce,State Senate,6,D,Clarence E. Binninger,1817
Nez Perce,State Representative,6A,R,Frank C. Bruneel,1459
Nez Perce,State Representative,6A,D,Rian K. Van Leuven,1802
Nez Perce,State Representative,6B,R,Dan Mader,1438
Nez Perce,State Representative,6B,D,Blandyna 'Brandy' Miller,1752
Benewah,State Senate,7,R,Tom Simmons,146
Clearwater,State Senate,7,R,Tom Simmons,163
Idaho,State Senate,7,R,Tom Simmons,786
Latah,State Senate,7,R,Tom Simmons,9
Lewis,State Senate,7,R,Tom Simmons,137
Nez Perce,State Senate,7,R,Tom Simmons,53
Benewah,State Senate,7,R,Richard E. Trout,162
Clearwater,State Senate,7,R,Richard E. Trout,309
Idaho,State Senate,7,R,Richard E. Trout,698
Latah,State Senate,7,R,Richard E. Trout,33
Lewis,State Senate,7,R,Richard E. Trout,204
Nez Perce,State Senate,7,R,Richard E. Trout,123
Benewah,State Senate,7,D,Marguerite McLaughlin,571
Clearwater,State Senate,7,D,Marguerite McLaughlin,356
Idaho,State Senate,7,D,Marguerite McLaughlin,250
Latah,State Senate,7,D,Marguerite McLaughlin,28
Lewis,State Senate,7,D,Marguerite McLaughlin,191
Nez Perce,State Senate,7,D,Marguerite McLaughlin,248
Benewah,State Representative,7A,R,Homer Ferguson,258
Clearwater,State Representative,7A,R,Homer Ferguson,395
Idaho,State Representative,7A,R,Homer Ferguson,1091
Latah,State Representative,7A,R,Homer Ferguson,35
Lewis,State Representative,7A,R,Homer Ferguson,265
Nez Perce,State Representative,7A,R,Homer Ferguson,170
Benewah,State Representative,7A,D,Charles D. Cuddy,525
Clearwater,State Representative,7A,D,Charles D. Cuddy,343
