year,url,year_date,scope,election,geography,basename,source_dir,source_path,xlsx_dir,xlsx_path,csv_path
2016,http://www.sos.idaho.gov/ELECT/results/2016/PresidentialPrimary/16Pres_pri_stwd_cnty.xlsx,20160101,statewide presidential,primary,county,16Pres_pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/sources/2016,/home/nacnudus/R/openelections-data-id/sources/2016/16Pres_pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/xlsx/2016,/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20160101__id__primary__county.csv
2016,http://www.sos.idaho.gov/ELECT/results/2016/Primary/16Pri_stwd_cnty.xlsx,20160101,statewide,primary,county,16Pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/sources/2016,/home/nacnudus/R/openelections-data-id/sources/2016/16Pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/xlsx/2016,/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20160101__id__primary__county.csv
2016,http://www.sos.idaho.gov/ELECT/results/2016/Primary/16pri_leg_cnty.xlsx,20160101,legislature,primary,county,16pri_leg_cnty.xlsx,/home/nacnudus/R/openelections-data-id/sources/2016,/home/nacnudus/R/openelections-data-id/sources/2016/16pri_leg_cnty.xlsx,/home/nacnudus/R/openelections-data-id/xlsx/2016,/home/nacnudus/R/openelections-data-id/xlsx/2016/16pri_leg_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20160101__id__primary__county.csv
2014,http://www.sos.idaho.gov/ELECT/results/2014/Primary/14pri_stwd_cnty.xls,20140101,statewide,primary,county,14pri_stwd_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2014,/home/nacnudus/R/openelections-data-id/sources/2014/14pri_stwd_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2014,/home/nacnudus/R/openelections-data-id/xlsx/2014/14pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20140101__id__primary__county.csv
2014,http://www.sos.idaho.gov/ELECT/results/2014/Primary/14pri_leg_cnty.xls,20140101,legislature,primary,county,14pri_leg_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2014,/home/nacnudus/R/openelections-data-id/sources/2014/14pri_leg_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2014,/home/nacnudus/R/openelections-data-id/xlsx/2014/14pri_leg_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20140101__id__primary__county.csv
2014,http://www.sos.idaho.gov/ELECT/results/2014/Primary/14pri_dstjudg_dist.xls,20140101,district judges,primary,county,14pri_dstjudg_dist.xls,/home/nacnudus/R/openelections-data-id/sources/2014,/home/nacnudus/R/openelections-data-id/sources/2014/14pri_dstjudg_dist.xls,/home/nacnudus/R/openelections-data-id/xlsx/2014,/home/nacnudus/R/openelections-data-id/xlsx/2014/14pri_dstjudg_dist.xlsx,/home/nacnudus/R/openelections-data-id/csv/20140101__id__primary__county.csv
2012,http://www.sos.idaho.gov/ELECT/results/2012/Primary/12%20Pri_fed_cnty.xls,20120101,statewide,primary,county,12%20Pri_fed_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2012,/home/nacnudus/R/openelections-data-id/sources/2012/12%20Pri_fed_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2012,/home/nacnudus/R/openelections-data-id/xlsx/2012/12%20Pri_fed_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20120101__id__primary__county.csv
2012,http://www.sos.idaho.gov/ELECT/results/2012/Primary/12%20Pri_leg_cnty.xls,20120101,legislature,primary,county,12%20Pri_leg_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2012,/home/nacnudus/R/openelections-data-id/sources/2012/12%20Pri_leg_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2012,/home/nacnudus/R/openelections-data-id/xlsx/2012/12%20Pri_leg_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20120101__id__primary__county.csv
2010,http://www.sos.idaho.gov/ELECT/results/2010/Primary/10pri_stwd_cnty.xls,20100101,statewide,primary,county,10pri_stwd_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2010,/home/nacnudus/R/openelections-data-id/sources/2010/10pri_stwd_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2010,/home/nacnudus/R/openelections-data-id/xlsx/2010/10pri_stwd_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20100101__id__primary__county.csv
2010,http://www.sos.idaho.gov/ELECT/results/2010/Primary/10pri_leg_cnty.xls,20100101,legislature,primary,county,10pri_leg_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2010,/home/nacnudus/R/openelections-data-id/sources/2010/10pri_leg_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2010,/home/nacnudus/R/openelections-data-id/xlsx/2010/10pri_leg_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20100101__id__primary__county.csv
2010,http://www.sos.idaho.gov/ELECT/results/2010/Primary/10pri_dstjudg_dist.xls,20100101,district judges,primary,county,10pri_dstjudg_dist.xls,/home/nacnudus/R/openelections-data-id/sources/2010,/home/nacnudus/R/openelections-data-id/sources/2010/10pri_dstjudg_dist.xls,/home/nacnudus/R/openelections-data-id/xlsx/2010,/home/nacnudus/R/openelections-data-id/xlsx/2010/10pri_dstjudg_dist.xlsx,/home/nacnudus/R/openelections-data-id/csv/20100101__id__primary__county.csv
2008,http://www.sos.idaho.gov/ELECT/results/2008/Primary/08%20Pri_fed_cnty.xls,20080101,statewide,primary,county,08%20Pri_fed_cnty.xls,/home/nacnudus/R/openelections-data-id/sources/2008,/home/nacnudus/R/openelections-data-id/sources/2008/08%20Pri_fed_cnty.xls,/home/nacnudus/R/openelections-data-id/xlsx/2008,/home/nacnudus/R/openelections-data-id/xlsx/2008/08%20Pri_fed_cnty.xlsx,/home/nacnudus/R/openelections-data-id/csv/20080101__id__primary__county.csv
