"county","office","district","party","candidate","votes"
"Adams","President","","IND","Darrell L. Castle",12
"Bannock","President","","IND","Darrell L. Castle",240
"Bear Lake","President","","IND","Darrell L. Castle",22
"Benewah","President","","IND","Darrell L. Castle",30
"Bingham","President","","IND","Darrell L. Castle",144
"Blaine","President","","IND","Darrell L. Castle",35
"Boise","President","","IND","Darrell L. Castle",22
"Bonner","President","","IND","Darrell L. Castle",116
"Bonneville","President","","IND","Darrell L. Castle",272
"Boundary","President","","IND","Darrell L. Castle",33
"Butte","President","","IND","Darrell L. Castle",4
"Camas","President","","IND","Darrell L. Castle",6
"Canyon","President","","IND","Darrell L. Castle",433
"Caribou","President","","IND","Darrell L. Castle",20
"Cassia","President","","IND","Darrell L. Castle",56
"Clark","President","","IND","Darrell L. Castle",4
"Clearwater","President","","IND","Darrell L. Castle",18
"Custer","President","","IND","Darrell L. Castle",12
"Elmore","President","","IND","Darrell L. Castle",50
"Franklin","President","","IND","Darrell L. Castle",112
"Fremont","President","","IND","Darrell L. Castle",36
"Gem","President","","IND","Darrell L. Castle",41
"Gooding","President","","IND","Darrell L. Castle",42
"Idaho","President","","IND","Darrell L. Castle",57
"Jefferson","President","","IND","Darrell L. Castle",101
"Jerome","President","","IND","Darrell L. Castle",46
"Kootenai","President","","IND","Darrell L. Castle",372
"Latah","President","","IND","Darrell L. Castle",320
"Lemhi","President","","IND","Darrell L. Castle",19
"Lewis","President","","IND","Darrell L. Castle",18
"Lincoln","President","","IND","Darrell L. Castle",18
"Madison","President","","IND","Darrell L. Castle",136
"Minidoka","President","","IND","Darrell L. Castle",47
"Nez Perce","President","","IND","Darrell L. Castle",119
"Oneida","President","","IND","Darrell L. Castle",23
"Owyhee","President","","IND","Darrell L. Castle",22
"Payette","President","","IND","Darrell L. Castle",42
"Power","President","","IND","Darrell L. Castle",19
"Shoshone","President","","IND","Darrell L. Castle",45
"Teton","President","","IND","Darrell L. Castle",27
"Twin Falls","President","","IND","Darrell L. Castle",142
"Valley","President","","IND","Darrell L. Castle",26
"Washington","President","","IND","Darrell L. Castle",25
"Adams","President","","DEM","Hillary Rodham Clinton",415
"Bannock","President","","DEM","Hillary Rodham Clinton",10342
"Bear Lake","President","","DEM","Hillary Rodham Clinton",255
"Benewah","President","","DEM","Hillary Rodham Clinton",770
"Bingham","President","","DEM","Hillary Rodham Clinton",2924
"Blaine","President","","DEM","Hillary Rodham Clinton",6416
"Boise","President","","DEM","Hillary Rodham Clinton",777
"Bonner","President","","DEM","Hillary Rodham Clinton",5819
"Bonneville","President","","DEM","Hillary Rodham Clinton",8930
"Boundary","President","","DEM","Hillary Rodham Clinton",933
"Butte","President","","DEM","Hillary Rodham Clinton",160
"Camas","President","","DEM","Hillary Rodham Clinton",110
"Canyon","President","","DEM","Hillary Rodham Clinton",16883
"Caribou","President","","DEM","Hillary Rodham Clinton",271
"Cassia","President","","DEM","Hillary Rodham Clinton",1036
"Clark","President","","DEM","Hillary Rodham Clinton",44
"Clearwater","President","","DEM","Hillary Rodham Clinton",704
"Custer","President","","DEM","Hillary Rodham Clinton",427
"Elmore","President","","DEM","Hillary Rodham Clinton",1814
"Franklin","President","","DEM","Hillary Rodham Clinton",385
"Fremont","President","","DEM","Hillary Rodham Clinton",651
"Gem","President","","DEM","Hillary Rodham Clinton",1229
