county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Blackfoot 6,U.S. Senate,,REP,Jim Risch,260,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Firth 7,U.S. Senate,,REP,Jim Risch,549,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Firth 8,U.S. Senate,,REP,Jim Risch,426,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Groveland 9,U.S. Senate,,REP,Jim Risch,417,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Jameston 10,U.S. Senate,,REP,Jim Risch,431,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Moreland 11,U.S. Senate,,REP,Jim Risch,244,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Rockford 12,U.S. Senate,,REP,Jim Risch,376,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Shelley 13,U.S. Senate,,REP,Jim Risch,509,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Shelley 14,U.S. Senate,,REP,Jim Risch,538,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Aberdeen 15,U.S. Senate,,REP,Jim Risch,389,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Springfield/Sterling 16,U.S. Senate,,REP,Jim Risch,171,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Riverside 17,U.S. Senate,,REP,Jim Risch,386,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Pingree 18,U.S. Senate,,REP,Jim Risch,262,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Wapello 19,U.S. Senate,,REP,Jim Risch,203,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Fort Hall 20,U.S. Senate,,REP,Jim Risch,50,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Shelley West 21,U.S. Senate,,REP,Jim Risch,631,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Groveland 22,U.S. Senate,,REP,Jim Risch,348,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Blackfoot 23,U.S. Senate,,REP,Jim Risch,218,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Riverside 24,U.S. Senate,,REP,Jim Risch,299,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Moreland 25,U.S. Senate,,REP,Jim Risch,350,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Atomic City 26,U.S. Senate,,REP,Jim Risch,8,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Bonneville 27,U.S. Senate,,REP,Jim Risch,0,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Morgan's Pasture 28,U.S. Senate,,REP,Jim Risch,3,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Absentee 31,U.S. Senate,,REP,Jim Risch,6001,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,001 N Blaine County,U.S. Senate,,REP,Jim Risch,331,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,002 Sun Valley,U.S. Senate,,REP,Jim Risch,436,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,003 N Ketchum,U.S. Senate,,REP,Jim Risch,311,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,004 S Ketchum,U.S. Senate,,REP,Jim Risch,307,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,005 Quigley,U.S. Senate,,REP,Jim Risch,326,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,006 Deer Creek,U.S. Senate,,REP,Jim Risch,244,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,007 NW Hailey,U.S. Senate,,REP,Jim Risch,206,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,008 NE Hailey,U.S. Senate,,REP,Jim Risch,217,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,009 SW Hailey,U.S. Senate,,REP,Jim Risch,154,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,010 NW Woodside,U.S. Senate,,REP,Jim Risch,196,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,011 SE Woodside,U.S. Senate,,REP,Jim Risch,252,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,012 Poverty Flat,U.S. Senate,,REP,Jim Risch,170,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,013 Bellevue,U.S. Senate,,REP,Jim Risch,410,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,014 Carey,U.S. Senate,,REP,Jim Risch,392,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,015 Gannett/Picabo,U.S. Senate,,REP,Jim Risch,269,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,016 Yale,U.S. Senate,,REP,Jim Risch,5,,,,,,,,,,,,,,,,,,,,,,,,
Boise,30 Garden Valley,U.S. Senate,,REP,Jim Risch,597,,,,,,,,,,,,,,,,,,,,,,,,
Boise,40 Horseshoe Bend,U.S. Senate,,REP,Jim Risch,546,,,,,,,,,,,,,,,,,,,,,,,,
Boise,50 Idaho City,U.S. Senate,,REP,Jim Risch,241,,,,,,,,,,,,,,,,,,,,,,,,
Boise,60 Lowman,U.S. Senate,,REP,Jim Risch,68,,,,,,,,,,,,,,,,,,,,,,,,
Boise,70 Mores Creek,U.S. Senate,,REP,Jim Risch,368,,,,,,,,,,,,,,,,,,,,,,,,
Boise,80 Placerville,U.S. Senate,,REP,Jim Risch,100,,,,,,,,,,,,,,,,,,,,,,,,
Boise,90 Absentee,U.S. Senate,,REP,Jim Risch,429,,,,,,,,,,,,,,,,,,,,,,,,
Boise,90 Absentee,U.S. Senate,,REP,Jim Risch,497,,,,,,,,,,,,,,,,,,,,,,,,
Boise,90 Absentee,U.S. Senate,,REP,Jim Risch,477,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Airport,U.S. Senate,,REP,Jim Risch,730,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Algoma,U.S. Senate,,REP,Jim Risch,638,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Baldy,U.S. Senate,,REP,Jim Risch,655,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Beach,U.S. Senate,,REP,Jim Risch,395,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Blue Lake,U.S. Senate,,REP,Jim Risch,489,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Careywood,U.S. Senate,,REP,Jim Risch,659,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Clark Fork,U.S. Senate,,REP,Jim Risch,397,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Cocolalla,U.S. Senate,,REP,Jim Risch,375,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Colburn,U.S. Senate,,REP,Jim Risch,633,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Dover,U.S. Senate,,REP,Jim Risch,364,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,East Priest River,U.S. Senate,,REP,Jim Risch,659,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Edgemere,U.S. Senate,,REP,Jim Risch,1311,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Gamlin Lake,U.S. Senate,,REP,Jim Risch,394,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Grouse Creek,U.S. Senate,,REP,Jim Risch,676,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Hope,U.S. Senate,,REP,Jim Risch,448,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Humbird,U.S. Senate,,REP,Jim Risch,508,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Kelso,U.S. Senate,,REP,Jim Risch,224,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Kootenai,U.S. Senate,,REP,Jim Risch,770,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Laclede,U.S. Senate,,REP,Jim Risch,301,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Lakeview,U.S. Senate,,REP,Jim Risch,164,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Lamb Creek,U.S. Senate,,REP,Jim Risch,252,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Oden,U.S. Senate,,REP,Jim Risch,636,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Oldtown,U.S. Senate,,REP,Jim Risch,951,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Priest Lake,U.S. Senate,,REP,Jim Risch,138,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Sagle,U.S. Senate,,REP,Jim Risch,928,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Selle,U.S. Senate,,REP,Jim Risch,711,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Southside,U.S. Senate,,REP,Jim Risch,568,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Spirit Valley,U.S. Senate,,REP,Jim Risch,925,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Washington,U.S. Senate,,REP,Jim Risch,663,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Westmond,U.S. Senate,,REP,Jim Risch,750,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,West Priest River,U.S. Senate,,REP,Jim Risch,425,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Wrenco,U.S. Senate,,REP,Jim Risch,227,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,1,U.S. Senate,,REP,Jim Risch,415,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,2,U.S. Senate,,REP,Jim Risch,323,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,3,U.S. Senate,,REP,Jim Risch,213,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,4,U.S. Senate,,REP,Jim Risch,308,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,5,U.S. Senate,,REP,Jim Risch,302,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,6,U.S. Senate,,REP,Jim Risch,311,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,7,U.S. Senate,,REP,Jim Risch,269,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,8,U.S. Senate,,REP,Jim Risch,323,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,9,U.S. Senate,,REP,Jim Risch,374,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,10,U.S. Senate,,REP,Jim Risch,365,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,11,U.S. Senate,,REP,Jim Risch,297,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,12,U.S. Senate,,REP,Jim Risch,267,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,13,U.S. Senate,,REP,Jim Risch,357,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,14,U.S. Senate,,REP,Jim Risch,189,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,15,U.S. Senate,,REP,Jim Risch,308,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,16,U.S. Senate,,REP,Jim Risch,267,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,17,U.S. Senate,,REP,Jim Risch,325,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,18,U.S. Senate,,REP,Jim Risch,324,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,19,U.S. Senate,,REP,Jim Risch,359,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,20,U.S. Senate,,REP,Jim Risch,337,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,21,U.S. Senate,,REP,Jim Risch,482,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,22,U.S. Senate,,REP,Jim Risch,432,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,23,U.S. Senate,,REP,Jim Risch,373,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,24,U.S. Senate,,REP,Jim Risch,347,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,25,U.S. Senate,,REP,Jim Risch,268,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,26,U.S. Senate,,REP,Jim Risch,413,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,27,U.S. Senate,,REP,Jim Risch,385,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,28,U.S. Senate,,REP,Jim Risch,458,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,37,U.S. Senate,,REP,Jim Risch,314,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,38,U.S. Senate,,REP,Jim Risch,374,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,39,U.S. Senate,,REP,Jim Risch,486,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,40,U.S. Senate,,REP,Jim Risch,519,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,41,U.S. Senate,,REP,Jim Risch,491,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,42,U.S. Senate,,REP,Jim Risch,419,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,43,U.S. Senate,,REP,Jim Risch,482,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,44,U.S. Senate,,REP,Jim Risch,461,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,45,U.S. Senate,,REP,Jim Risch,859,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,46,U.S. Senate,,REP,Jim Risch,568,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,47,U.S. Senate,,REP,Jim Risch,418,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,48,U.S. Senate,,REP,Jim Risch,384,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,49,U.S. Senate,,REP,Jim Risch,352,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,50,U.S. Senate,,REP,Jim Risch,464,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,51,U.S. Senate,,REP,Jim Risch,368,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,52,U.S. Senate,,REP,Jim Risch,533,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,53,U.S. Senate,,REP,Jim Risch,340,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,54,U.S. Senate,,REP,Jim Risch,254,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,55,U.S. Senate,,REP,Jim Risch,260,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,56,U.S. Senate,,REP,Jim Risch,24,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,57,U.S. Senate,,REP,Jim Risch,306,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,58,U.S. Senate,,REP,Jim Risch,495,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,59,U.S. Senate,,REP,Jim Risch,574,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 30,U.S. Senate,,REP,Jim Risch,9085,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 32,U.S. Senate,,REP,Jim Risch,1169,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 33,U.S. Senate,,REP,Jim Risch,5661,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 34,U.S. Senate,,REP,Jim Risch,1439,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,BF/Kootenai,U.S. Senate,,REP,Jim Risch,330,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Copeland,U.S. Senate,,REP,Jim Risch,302,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Moyie,U.S. Senate,,REP,Jim Risch,570,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Naples,U.S. Senate,,REP,Jim Risch,456,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,North Bonners Ferry,U.S. Senate,,REP,Jim Risch,400,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Valley View,U.S. Senate,,REP,Jim Risch,294,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Absentee,U.S. Senate,,REP,Jim Risch,2448,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Arco 1,U.S. Senate,,REP,Jim Risch,384,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Arco 2,U.S. Senate,,REP,Jim Risch,205,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Moore 3,U.S. Senate,,REP,Jim Risch,361,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Howe 4,U.S. Senate,,REP,Jim Risch,170,,,,,,,,,,,,,,,,,,,,,,,,
Camas,#1,U.S. Senate,,REP,Jim Risch,225,,,,,,,,,,,,,,,,,,,,,,,,
Camas,#2,U.S. Senate,,REP,Jim Risch,263,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,9-Jan,U.S. Senate,,REP,Jim Risch,1120,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,9-Feb,U.S. Senate,,REP,Jim Risch,657,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,9-Mar,U.S. Senate,,REP,Jim Risch,1287,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Jul,U.S. Senate,,REP,Jim Risch,281,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Aug,U.S. Senate,,REP,Jim Risch,596,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Sep,U.S. Senate,,REP,Jim Risch,781,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Oct,U.S. Senate,,REP,Jim Risch,648,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Nov,U.S. Senate,,REP,Jim Risch,288,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Dec,U.S. Senate,,REP,Jim Risch,1193,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,13-10,U.S. Senate,,REP,Jim Risch,890,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,14-10,U.S. Senate,,REP,Jim Risch,812,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,15-10,U.S. Senate,,REP,Jim Risch,558,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,16-10,U.S. Senate,,REP,Jim Risch,2025,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,17-10,U.S. Senate,,REP,Jim Risch,824,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,18-10,U.S. Senate,,REP,Jim Risch,699,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,19-10,U.S. Senate,,REP,Jim Risch,596,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,20-10,U.S. Senate,,REP,Jim Risch,443,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,26-11,U.S. Senate,,REP,Jim Risch,1221,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,27-11,U.S. Senate,,REP,Jim Risch,1460,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,28-11,U.S. Senate,,REP,Jim Risch,809,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,29-11,U.S. Senate,,REP,Jim Risch,1691,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,30-11,U.S. Senate,,REP,Jim Risch,1417,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,31-11,U.S. Senate,,REP,Jim Risch,1010,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,32-11,U.S. Senate,,REP,Jim Risch,822,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,33-11,U.S. Senate,,REP,Jim Risch,575,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,34-11,U.S. Senate,,REP,Jim Risch,504,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,35-11,U.S. Senate,,REP,Jim Risch,1040,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,36-11,U.S. Senate,,REP,Jim Risch,525,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,37-11,U.S. Senate,,REP,Jim Risch,952,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,38-11,U.S. Senate,,REP,Jim Risch,497,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,39-11,U.S. Senate,,REP,Jim Risch,1081,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,40-11,U.S. Senate,,REP,Jim Risch,1366,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,41-11,U.S. Senate,,REP,Jim Risch,1112,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,42-11,U.S. Senate,,REP,Jim Risch,1399,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,43-11,U.S. Senate,,REP,Jim Risch,471,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,44-11,U.S. Senate,,REP,Jim Risch,214,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,49-12,U.S. Senate,,REP,Jim Risch,1044,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,50-12,U.S. Senate,,REP,Jim Risch,608,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,51-12,U.S. Senate,,REP,Jim Risch,1181,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,52-12,U.S. Senate,,REP,Jim Risch,1147,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,53-12,U.S. Senate,,REP,Jim Risch,1547,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,54-12,U.S. Senate,,REP,Jim Risch,1092,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,55-12,U.S. Senate,,REP,Jim Risch,794,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,56-12,U.S. Senate,,REP,Jim Risch,685,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,57-12,U.S. Senate,,REP,Jim Risch,730,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,58-12,U.S. Senate,,REP,Jim Risch,1056,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,59-12,U.S. Senate,,REP,Jim Risch,1169,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,60-12,U.S. Senate,,REP,Jim Risch,701,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,61-12,U.S. Senate,,REP,Jim Risch,620,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,62-12,U.S. Senate,,REP,Jim Risch,931,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,69-13,U.S. Senate,,REP,Jim Risch,585,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,70-13,U.S. Senate,,REP,Jim Risch,758,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,71-13,U.S. Senate,,REP,Jim Risch,800,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,72-13,U.S. Senate,,REP,Jim Risch,819,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,73-13,U.S. Senate,,REP,Jim Risch,718,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,74-13,U.S. Senate,,REP,Jim Risch,1914,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,75-13,U.S. Senate,,REP,Jim Risch,894,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,76-13,U.S. Senate,,REP,Jim Risch,886,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,77-13,U.S. Senate,,REP,Jim Risch,965,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,78-13,U.S. Senate,,REP,Jim Risch,940,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,79-13,U.S. Senate,,REP,Jim Risch,1094,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,80-13,U.S. Senate,,REP,Jim Risch,1244,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,81-13,U.S. Senate,,REP,Jim Risch,1194,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,82-13,U.S. Senate,,REP,Jim Risch,1080,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Bancroft,U.S. Senate,,REP,Jim Risch,214,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Freedom,U.S. Senate,,REP,Jim Risch,62,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Grace #1,U.S. Senate,,REP,Jim Risch,536,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Grace #2,U.S. Senate,,REP,Jim Risch,299,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #1,U.S. Senate,,REP,Jim Risch,488,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #2,U.S. Senate,,REP,Jim Risch,420,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #3,U.S. Senate,,REP,Jim Risch,264,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #4,U.S. Senate,,REP,Jim Risch,283,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Wayan,U.S. Senate,,REP,Jim Risch,37,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,101 Burley 1,U.S. Senate,,REP,Jim Risch,301,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,102 Burley 2,U.S. Senate,,REP,Jim Risch,257,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,103 Burley 3,U.S. Senate,,REP,Jim Risch,474,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,104 Burley 4,U.S. Senate,,REP,Jim Risch,603,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,105 Burley 5,U.S. Senate,,REP,Jim Risch,448,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,106 Burley 6,U.S. Senate,,REP,Jim Risch,461,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,107 Albion,U.S. Senate,,REP,Jim Risch,302,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,108 Almo,U.S. Senate,,REP,Jim Risch,99,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,109 Bridge,U.S. Senate,,REP,Jim Risch,45,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,110 Declo,U.S. Senate,,REP,Jim Risch,644,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,111 Elba,U.S. Senate,,REP,Jim Risch,97,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,112 Grandview,U.S. Senate,,REP,Jim Risch,538,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,113 Heglar-Yale,U.S. Senate,,REP,Jim Risch,100,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,114 Jackson,U.S. Senate,,REP,Jim Risch,215,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,115 Malta,U.S. Senate,,REP,Jim Risch,273,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,116 Oakley 1,U.S. Senate,,REP,Jim Risch,249,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,117 Oakley 2,U.S. Senate,,REP,Jim Risch,349,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,118 Parsons,U.S. Senate,,REP,Jim Risch,48,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,119 Pella,U.S. Senate,,REP,Jim Risch,268,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,120 Springdale,U.S. Senate,,REP,Jim Risch,526,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,121 Starrh's Ferry,U.S. Senate,,REP,Jim Risch,572,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,122 Sublett,U.S. Senate,,REP,Jim Risch,32,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,123 Unity,U.S. Senate,,REP,Jim Risch,464,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,124 View,U.S. Senate,,REP,Jim Risch,199,,,,,,,,,,,,,,,,,,,,,,,,
Clark,#1,U.S. Senate,,REP,Jim Risch,94,,,,,,,,,,,,,,,,,,,,,,,,
Clark,#2,U.S. Senate,,REP,Jim Risch,66,,,,,,,,,,,,,,,,,,,,,,,,
Clark,#3,U.S. Senate,,REP,Jim Risch,94,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,1 Orofino,U.S. Senate,,REP,Jim Risch,231,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,2 Orofino,U.S. Senate,,REP,Jim Risch,252,,,,,,,,,,,,,,,,,,,,,,,,
