book,sheet,county,office,district,party,candidate,votes
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Valley,UNITED STATES SENATOR,NA,CON,Pro-Life,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Washington,UNITED STATES SENATOR,NA,CON,Pro-Life,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Ada,UNITED STATES SENATOR,NA,CON,Pro-Life,15
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Adams,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bannock,UNITED STATES SENATOR,NA,CON,Ray J. Writz,6
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bear Lake,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Benewah,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bingham,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Blaine,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Boise,UNITED STATES SENATOR,NA,CON,Ray J. Writz,6
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bonner,UNITED STATES SENATOR,NA,CON,Ray J. Writz,9
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bonneville,UNITED STATES SENATOR,NA,CON,Ray J. Writz,5
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Boundary,UNITED STATES SENATOR,NA,CON,Ray J. Writz,4
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Butte,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Camas,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Canyon,UNITED STATES SENATOR,NA,CON,Ray J. Writz,14
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Caribou,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Cassia,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Clark,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Clearwater,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Custer,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Elmore,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Franklin,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Fremont,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Gem,UNITED STATES SENATOR,NA,CON,Ray J. Writz,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Gooding,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Idaho,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Jefferson,UNITED STATES SENATOR,NA,CON,Ray J. Writz,7
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Jerome,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Kootenai,UNITED STATES SENATOR,NA,CON,Ray J. Writz,9
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Latah,UNITED STATES SENATOR,NA,CON,Ray J. Writz,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lemhi,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lewis,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lincoln,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Madison,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Minidoka,UNITED STATES SENATOR,NA,CON,Ray J. Writz,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Nez Perce,UNITED STATES SENATOR,NA,CON,Ray J. Writz,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Oneida,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Owyhee,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Payette,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Power,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Shoshone,UNITED STATES SENATOR,NA,CON,Ray J. Writz,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Teton,UNITED STATES SENATOR,NA,CON,Ray J. Writz,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Twin Falls,UNITED STATES SENATOR,NA,CON,Ray J. Writz,7
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Valley,UNITED STATES SENATOR,NA,CON,Ray J. Writz,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Washington,UNITED STATES SENATOR,NA,CON,Ray J. Writz,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Ada,UNITED STATES SENATOR,NA,CON,Ray J. Writz,21
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Adams,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,76
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bannock,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,1478
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bear Lake,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,18
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Benewah,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,166
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bingham,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,211
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Blaine,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,1644
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Boise,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,107
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bonner,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,730
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bonneville,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,536
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Boundary,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,164
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Butte,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,26
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Camas,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,14
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Canyon,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,1447
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Caribou,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,19
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Cassia,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,55
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Clark,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,7
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Clearwater,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,149
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Custer,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,53
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Elmore,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,300
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Franklin,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,22
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Fremont,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,73
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Gem,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,163
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Gooding,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,150
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Idaho,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,270
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Jefferson,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,85
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Jerome,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,117
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Kootenai,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,1954
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Latah,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,1151
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lemhi,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,85
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lewis,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,54
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lincoln,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,52
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Madison,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,57
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Minidoka,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,83
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Nez Perce,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,888
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Oneida,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,16
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Owyhee,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,56
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Payette,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,143
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Power,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,153
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Shoshone,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,1952
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Teton,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,356
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Twin Falls,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,668
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Valley,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,204
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Washington,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,104
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Ada,UNITED STATES SENATOR,NA,DEM,Jerry Sturgill,10415
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Adams,UNITED STATES SENATOR,NA,REP,Mike Crapo,726
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bannock,UNITED STATES SENATOR,NA,REP,Mike Crapo,4807
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bear Lake,UNITED STATES SENATOR,NA,REP,Mike Crapo,1771
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Benewah,UNITED STATES SENATOR,NA,REP,Mike Crapo,542
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bingham,UNITED STATES SENATOR,NA,REP,Mike Crapo,2527
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Blaine,UNITED STATES SENATOR,NA,REP,Mike Crapo,508
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Boise,UNITED STATES SENATOR,NA,REP,Mike Crapo,1241
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bonner,UNITED STATES SENATOR,NA,REP,Mike Crapo,4908
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Bonneville,UNITED STATES SENATOR,NA,REP,Mike Crapo,6949
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Boundary,UNITED STATES SENATOR,NA,REP,Mike Crapo,1900
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Butte,UNITED STATES SENATOR,NA,REP,Mike Crapo,436
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Camas,UNITED STATES SENATOR,NA,REP,Mike Crapo,208
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Canyon,UNITED STATES SENATOR,NA,REP,Mike Crapo,11288
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Caribou,UNITED STATES SENATOR,NA,REP,Mike Crapo,1371
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Cassia,UNITED STATES SENATOR,NA,REP,Mike Crapo,2957
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Clark,UNITED STATES SENATOR,NA,REP,Mike Crapo,171
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Clearwater,UNITED STATES SENATOR,NA,REP,Mike Crapo,570
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Custer,UNITED STATES SENATOR,NA,REP,Mike Crapo,1001
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Elmore,UNITED STATES SENATOR,NA,REP,Mike Crapo,2663
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Franklin,UNITED STATES SENATOR,NA,REP,Mike Crapo,1237
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Fremont,UNITED STATES SENATOR,NA,REP,Mike Crapo,2351
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Gem,UNITED STATES SENATOR,NA,REP,Mike Crapo,2168
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Gooding,UNITED STATES SENATOR,NA,REP,Mike Crapo,1341
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Idaho,UNITED STATES SENATOR,NA,REP,Mike Crapo,2765
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Jefferson,UNITED STATES SENATOR,NA,REP,Mike Crapo,3406
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Jerome,UNITED STATES SENATOR,NA,REP,Mike Crapo,1653
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Kootenai,UNITED STATES SENATOR,NA,REP,Mike Crapo,11480
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Latah,UNITED STATES SENATOR,NA,REP,Mike Crapo,2127
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lemhi,UNITED STATES SENATOR,NA,REP,Mike Crapo,1358
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lewis,UNITED STATES SENATOR,NA,REP,Mike Crapo,546
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Lincoln,UNITED STATES SENATOR,NA,REP,Mike Crapo,763
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pri_stwd_cnty.xlsx,Congressional,Madison,UNITED STATES SENATOR,NA,REP,Mike Crapo,3899
